-0.61874221	0.191293967	0.125175948	0.213500342	0.185928187	0.054103048
0.545982401	0.448131668	0.498320284	0.382408256	0.313836166	0.207883097
-1.260686016	-0.040980786	0.300223311	0.535262151	0.231769337	-9.86E-04
0.19810569	0.684142395	0.230228954	0.269769972	0.127646599	0.117429768
0.247213454	0.268703151	0.513876078	0.269869118	0.253331077	0.227220836
-1.406548797	-0.092361786	0.269525272	0.476502118	0.080967522	0.061996188
-0.796387198	0.215607488	0.222107395	0.317617697	0.216125241	0.181673279
-0.470249559	-0.076521491	0.311921186	0.543805862	0.283855967	0.05952775
0.409449562	0.435473414	0.516768447	0.386292093	0.322475138	0.096733587
0.711243758	0.438920451	0.211156095	0.164939619	0.171363861	0.165687437
0.024806227	0.125900592	0.102910467	0.200377233	0.195374847	0.114606912
-1.22029282	0.29201778	0.402703648	0.108372366	0.0653418	0.05952775
-0.955592238	-0.009651307	0.23422287	0.246906836	0.127646599	0.169868735
0.214689751	0.324885309	0.381025342	0.246906836	0.169950526	0.096733587
-0.895613129	0.147260856	0.403017467	0.543805862	0.329488469	0.159733695
0.211433354	0.567472098	0.420239821	0.214245998	0.102547636	0.159733695
-0.548411164	0.057944349	0.510622768	0.278524473	0.336703421	0.044401449
1.639978919	0.292399898	0.066849075	0.008867067	0.155711558	0.279499242
-0.961917069	0.416802189	0.211078643	0.264544064	0.165394649	-0.034772271
0.522508757	0.257551209	0.167199676	0.097536729	0.178914856	0.002106954
-1.033171036	0.598479994	0.277722782	0.192426959	0.164366447	0.062014562
0.98114765	0.30532911	0.077564753	0.241097011	0.322475138	0.208317975
0.894184833	0.122589346	0.569520377	0.459104759	0.276302493	0.12685433
0.416100956	0.124407114	0.33638056	0.331707085	0.260548508	0.106369726
-0.961917069	0.246622579	0.191727809	0.37052934	0.224879742	0.181673279
-1.202043036	-0.035973395	0.01365775	0.172539197	0.328284963	0.057498881
1.256646316	0.583844866	0.597695692	0.459104759	0.253331077	0.155879008
-0.025089533	0.124684636	0.417518254	0.321613569	0.095534306	0.159733695
0.134060287	0.283834455	0.322178182	0.384398105	0.253658914	0.117103156
-1.22029282	0.158426438	0.028027069	0.186908517	0.216125241	0.122527858
