71.180 15.070 45.463 47.911 58.002 0 1 2
71.180 15.080 45.170 47.817 63.914 0 1 2
71.150 15.100 44.216 46.857 57.252 0 1 2
71.120 15.110 44.553 47.159 65.888 0 1 2
70.810 15.120 44.959 47.385 61.147 0 1 2
70.880 15.140 43.704 46.172 57.171 0 1 2
70.760 15.150 45.652 48.154 58.958 0 1 2
70.600 15.170 44.540 47.246 58.415 0 1 2
70.600 15.180 43.456 46.026 63.989 0 1 2
70.680 15.200 44.424 46.905 65.859 0 1 2
70.590 15.200 43.509 46.503 67.127 0 1 2
70.640 15.220 43.869 46.851 61.175 0 1 2
70.440 15.240 45.699 48.656 67.590 0 1 2
70.250 15.250 44.646 47.720 78.769 0 1 2
70.430 15.260 43.102 46.013 56.160 0 1 2
70.200 15.270 43.714 46.696 67.920 0 1 2
70.140 15.280 46.494 49.300 86.478 0 1 2
70.200 15.290 47.068 50.176 74.664 0 1 2
69.820 15.300 44.541 47.366 76.194 0 1 2
70.280 15.310 43.477 46.808 85.028 0 1 2
70.470 15.330 44.371 47.181 73.240 0 1 2
70.500 15.340 44.310 47.430 78.386 0 1 2
70.180 15.350 47.920 51.038 78.043 0 1 2
70.220 15.370 47.051 50.089 69.901 0 1 2
70.270 15.380 44.735 47.454 79.442 0 1 2
70.120 15.400 43.746 47.152 83.602 0 1 2
69.960 15.410 46.314 49.415 63.684 0 1 2
69.740 15.430 46.685 50.194 89.402 0 1 2
69.710 15.440 46.044 48.903 75.433 0 1 2
69.620 15.450 46.278 49.489 69.998 0 1 2
69.540 15.460 45.481 48.686 63.669 0 1 2
69.420 15.480 44.964 48.036 74.262 0 1 2
69.350 15.490 46.808 50.033 91.720 0 1 2
69.220 15.500 44.597 47.579 84.625 0 1 2
69.190 15.520 47.234 50.279 72.893 0 1 2
69.150 15.530 47.280 50.270 73.325 0 1 2
69.230 15.550 47.650 50.509 77.022 0 1 2
68.670 15.560 45.182 47.840 63.255 0 1 2
68.360 15.570 44.142 46.688 56.453 0 1 2
68.010 15.570 45.146 47.649 55.834 0 1 2
67.960 15.580 43.808 46.042 67.452 0 1 2
67.760 15.580 44.066 46.266 53.941 0 1 2
67.560 15.590 43.963 46.450 60.688 0 1 2
67.260 15.590 45.683 47.828 54.136 0 1 2
67.240 15.580 43.268 45.232 49.217 0 1 2
67.440 15.570 43.893 45.909 49.017 0 1 2
67.580 15.570 43.617 45.776 48.717 0 1 2
67.580 15.580 43.080 45.365 54.516 0 1 2
67.630 15.580 44.422 46.597 53.197 0 1 2
67.630 15.590 44.623 47.007 50.495 0 1 2
67.850 15.580 44.768 47.314 53.161 0 1 2
68.180 15.600 45.128 47.465 54.745 0 1 2
68.320 15.600 47.133 49.724 61.984 0 1 2
68.350 15.610 43.453 45.451 49.814 0 1 2
68.150 15.610 45.143 47.680 54.115 0 1 2
68.480 15.610 43.980 46.283 67.402 0 1 2
69.000 15.610 42.951 45.135 63.428 0 1 2
69.070 15.620 44.405 46.336 60.115 0 1 2
68.970 15.630 43.284 45.394 54.012 0 1 2
68.660 15.640 44.948 46.979 56.170 0 1 2
68.440 15.650 46.865 49.404 54.577 0 1 2
68.200 15.640 45.357 48.030 56.265 0 1 2
68.260 15.640 45.338 47.978 59.816 0 1 2
68.340 15.630 45.006 47.776 57.076 0 1 2
68.620 15.630 45.742 48.248 66.108 0 1 2
68.730 15.640 43.426 45.858 56.202 0 1 2
68.830 15.640 44.403 47.129 51.957 0 1 2
68.590 15.650 45.614 48.286 56.444 0 1 2
68.920 15.650 44.079 46.906 52.286 0 1 2
69.050 15.650 44.515 47.065 54.208 0 1 2
68.980 15.660 44.469 46.866 53.729 0 1 2
69.210 15.670 45.701 48.791 61.430 0 1 2
69.300 15.670 46.126 49.017 77.727 0 1 2
69.160 15.680 48.181 50.977 84.074 0 1 2
69.140 15.690 45.660 48.568 62.017 0 1 2
69.430 15.700 50.778 53.933 79.148 0 1 2
69.550 15.700 50.224 53.290 68.184 0 1 2
69.560 15.720 53.331 57.346 92.331 0 1 2
69.690 15.730 54.335 58.206 108.109 0 1 2
69.570 15.740 53.972 57.659 110.797 0 1 2
69.510 15.750 52.364 56.391 91.233 0 1 2
69.560 15.770 54.905 59.215 121.907 0 1 2
69.590 15.780 56.919 61.145 126.866 0 1 2
69.530 15.790 54.750 58.650 105.397 0 1 2
69.400 15.800 57.610 62.112 123.703 0 1 2
69.450 15.810 57.817 62.006 127.834 0 1 2
69.400 15.820 54.500 59.735 112.152 0 1 2
69.530 15.840 59.329 63.574 112.834 0 1 2
69.270 15.860 58.660 63.769 157.593 0 1 2
69.230 15.880 57.068 61.378 175.646 0 1 2
69.180 15.880 56.752 60.704 128.933 0 1 2
69.150 15.900 55.525 59.236 93.813 0 1 2
69.100 15.910 54.096 57.070 103.036 0 1 2
69.040 15.930 55.438 58.975 99.764 0 1 2
68.960 15.950 56.827 60.139 99.828 0 1 2
68.910 15.950 55.773 58.588 72.913 0 1 2
68.770 15.970 56.239 59.252 77.451 0 1 2
68.640 15.980 58.752 61.933 86.072 0 1 2
68.630 16.010 55.609 58.950 80.930 0 1 2
68.590 16.010 57.634 61.192 84.451 0 1 2
68.670 16.020 60.200 63.542 74.735 0 1 2
68.520 16.040 58.830 61.961 76.236 0 1 2
68.470 16.070 57.394 60.322 74.880 0 1 2
68.240 16.070 56.484 59.886 82.110 0 1 2
68.320 16.090 55.446 58.171 85.691 0 1 2
68.130 16.100 58.349 61.905 76.649 0 1 2
68.150 16.120 57.962 60.974 82.831 0 1 2
68.190 16.130 58.948 62.786 82.584 0 1 2
68.200 16.140 64.453 67.826 79.436 0 1 2
67.780 16.160 62.603 66.015 91.947 0 1 2
67.770 16.170 62.672 66.362 83.859 0 1 2
